-1.1 -1.089 0
-1.089 -1.078 0
-1.078 -1.067 0
-1.067 -1.056 0
-1.056 -1.045 0
-1.045 -1.034 0
-1.034 -1.023 0
-1.023 -1.012 0
-1.012 -1.001 0
-1.001 -0.99 9.92238e-05
-0.99 -0.979 0.000279756
-0.979 -0.968 0.000482338
-0.968 -0.957 0.000702835
-0.957 -0.946 0.000774497
-0.946 -0.935 0.00107492
-0.935 -0.924 0.00116864
-0.924 -0.913 0.00143185
-0.913 -0.902 0.00156415
-0.902 -0.891 0.00190868
-0.891 -0.88 0.00189352
-0.88 -0.869 0.00228766
-0.869 -0.858 0.00234141
-0.858 -0.847 0.00248886
-0.847 -0.836 0.0029271
-0.836 -0.825 0.00310074
-0.825 -0.814 0.00333778
-0.814 -0.803 0.00345492
-0.803 -0.792 0.00362029
-0.792 -0.781 0.00396619
-0.781 -0.77 0.00405302
-0.77 -0.759 0.00429281
-0.759 -0.748 0.00465249
-0.748 -0.737 0.0051307
-0.737 -0.726 0.00486196
-0.726 -0.715 0.00557031
-0.715 -0.704 0.00575222
-0.704 -0.693 0.00604163
-0.693 -0.682 0.00634619
-0.682 -0.671 0.00662181
-0.671 -0.66 0.00689467
-0.66 -0.649 0.00707521
-0.649 -0.638 0.00713171
-0.638 -0.627 0.00756168
-0.627 -0.616 0.00818734
-0.616 -0.605 0.00840232
-0.605 -0.594 0.00852635
-0.594 -0.583 0.00886812
-0.583 -0.572 0.00888191
-0.572 -0.561 0.00959301
-0.561 -0.55 0.0105315
-0.55 -0.539 0.0102242
-0.539 -0.528 0.0109256
-0.528 -0.517 0.0112026
-0.517 -0.506 0.0111654
-0.506 -0.495 0.012035
-0.495 -0.484 0.0121315
-0.484 -0.473 0.0126414
-0.473 -0.462 0.0131127
-0.462 -0.451 0.0133332
-0.451 -0.44 0.0139106
-0.44 -0.429 0.0141504
-0.429 -0.418 0.0148381
-0.418 -0.407 0.0157311
-0.407 -0.396 0.0157807
-0.396 -0.385 0.016343
-0.385 -0.374 0.0168804
-0.374 -0.363 0.0173462
-0.363 -0.352 0.0174978
-0.352 -0.341 0.0187188
-0.341 -0.33 0.0187767
-0.33 -0.319 0.0193541
-0.319 -0.308 0.0199867
-0.308 -0.297 0.0206634
-0.297 -0.286 0.0213786
-0.286 -0.275 0.0219891
-0.275 -0.264 0.022714
-0.264 -0.253 0.0230833
-0.253 -0.242 0.0243319
-0.242 -0.231 0.024817
-0.231 -0.22 0.0261661
-0.22 -0.209 0.0263508
-0.209 -0.198 0.0271473
-0.198 -0.187 0.0283904
-0.187 -0.176 0.0287129
-0.176 -0.165 0.0298347
-0.165 -0.154 0.0307084
-0.154 -0.143 0.0322202
-0.143 -0.132 0.0324145
-0.132 -0.121 0.034472
-0.121 -0.11 0.0354146
-0.11 -0.099 0.0373026
-0.099 -0.088 0.0377188
-0.088 -0.077 0.0387993
-0.077 -0.066 0.0402518
-0.066 -0.055 0.0414866
-0.055 -0.044 0.0436102
-0.044 -0.033 0.0453081
-0.033 -0.022 0.0456733
-0.022 -0.011 0.0488994
-0.011 0 0.0502844
0 0.011 0.0516942
0.011 0.022 0.053144
0.022 0.033 0.0544394
0.033 0.044 0.0545827
0.044 0.055 0.0556769
0.055 0.066 0.0572246
0.066 0.077 0.0576063
0.077 0.088 0.0586785
0.088 0.099 0.059548
0.099 0.11 0.0604989
0.11 0.121 0.0626929
0.121 0.132 0.0644927
0.132 0.143 0.0642667
0.143 0.154 0.0654753
0.154 0.165 0.0679132
0.165 0.176 0.0683307
0.176 0.187 0.0686808
0.187 0.198 0.0699762
0.198 0.209 0.0724402
0.209 0.22 0.0730645
0.22 0.231 0.0747706
0.231 0.242 0.0762259
0.242 0.253 0.0772016
0.253 0.264 0.0795306
0.264 0.275 0.0809004
0.275 0.286 0.082958
0.286 0.297 0.0830723
0.297 0.308 0.0860091
0.308 0.319 0.0875264
0.319 0.33 0.09051
0.33 0.341 0.0919832
0.341 0.352 0.0941013
0.352 0.363 0.0966591
0.363 0.374 0.0992265
0.374 0.385 0.0998219
0.385 0.396 0.103805
0.396 0.407 0.106531
0.407 0.418 0.109153
0.418 0.429 0.111689
0.429 0.44 0.113919
0.44 0.451 0.117562
0.451 0.462 0.120261
0.462 0.473 0.123193
0.473 0.484 0.125732
0.484 0.495 0.128835
0.495 0.506 0.135016
0.506 0.517 0.138042
0.517 0.528 0.142947
0.528 0.539 0.150037
0.539 0.55 0.153173
0.55 0.561 0.158342
0.561 0.572 0.163739
0.572 0.583 0.169113
0.583 0.594 0.176217
0.594 0.605 0.182614
0.605 0.616 0.190155
0.616 0.627 0.196668
0.627 0.638 0.208577
0.638 0.649 0.217891
0.649 0.66 0.226668
0.66 0.671 0.236154
0.671 0.682 0.248976
